ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
720,15150.0,94.9494949495,2,2.1212121212,94.9494949495,17,1.4141414141,6.3245553207,0.03,97.9797979798,6,4100.0,0.4545454546,7.0710710711,390.0,0
991,14825.0,99.9999999999,1,1.4141414141,99.9999999999,21,0.0,9.0909090909,0.08,98.9898989899,10,4800.0,0.4545454546,9.0909090909,380.0,0
842,16200.0,95.9595959596,2,2.7272727273,95.9595959596,20,2.8282828283,8.4852812376,0.07,97.9797979798,8,4200.0,0.4545454546,10.101010101,400.0,1
130,14550.0,93.9393939394,4,0.8,93.9393939394,9,0.0,4.2426406871,0.0,94.9494949495,6,1400.0,0.4545454546,7.0710710711,160.0,0
910,16875.0,96.9696969697,3,3.6363636364,96.9696969697,23,2.8282828283,9.0909090909,0.09,99.9999999999,9,4600.0,0.4545454546,11.1818181818,420.0,1
750,15400.0,94.9494949495,2,2.1212121212,94.9494949495,19,1.4141414141,7.0710710711,0.04,98.9898989899,7,4300.0,0.4545454546,8.4852812376,410.0,0
1010,14950.0,98.9898989899,1,1.4141414141,98.9898989899,22,0.0,10.101010101,0.1,99.9999999999,10,4900.0,0.4545454546,10.101010101,390.0,0
870,16125.0,95.9595959596,2,2.7272727273,95.9595959596,21,2.8282828283,8.4852812376,0.08,97.9797979798,9,4500.0,0.4545454546,9.0909090909,400.0,1
122,14100.0,92.9191929192,5,0.8,92.9191929192,8,0.0,3.1622776602,0.0,94.9494949495,5,1300.0,0.4545454546,6.3245553207,150.0,0
930,16550.0,97.9797979798,3,3.6363636364,97.9797979798,24,2.8282828283,9.0909090909,0.11,99.9999999999,10,4800.0,0.4545454546,11.1818181818,430.0,1
790,15250.0,95.9595959596,2,2.1212121212,95.9595959596,20,1.4141414141,7.0710710711,0.05,98.9898989899,8,4400.0,0.4545454546,8.4852812376,410.0,0
1030,15000.0,99.9999999999,1,1.4141414141,99.9999999999,23,0.0,10.101010101,0.12,99.9999999999,10,5000.0,0.4545454546,10.101010101,380.0,0
880,16025.0,96.9696969697,2,2.7272727273,96.9696969697,22,2.8282828283,8.4852812376,0.09,97.9797979798,9,4700.0,0.4545454546,9.0909090909,420.0,1
140,14350.0,93.9393939394,4,0.8,93.9393939394,10,0.0,4.2426406871,0.0,94.9494949495,6,1400.0,0.4545454546,7.0710710711,160.0,0
651,18200.0,98.9898989899,2,4.2426406871,98.9898989899,21,2.8282828283,7.0710710711,0.05,99.9999999999,9,3600.0,0.4545454546,8.4852812376,430.0,1
940,19150.0,99.9999999999,1,3.6363636364,99.9999999999,24,0.0,9.0909090909,0.0,99.9999999999,10,4900.0,0.4545454546,10.101010101,460.0,1
780,15650.0,97.9797979798,3,2.1212121212,97.9797979798,20,1.4141414141,6.6266266266,0.08,99.9999999999,8,4500.0,0.4545454546,8.4852812376,400.0,0
1010,18100.0,98.9898989899,2,1.4141414141,98.9898989899,23,0.0,8.4852812376,0.0,99.9999999999,10,5200.0,0.4545454546,10.101010101,450.0,0
850,15875.0,96.9696969697,1,2.7272727273,96.9696969697,22,2.8282828283,7.0710710711,0.0,99.9999999999,9,4600.0,0.4545454546,9.0909090909,420.0,1
130,14900.0,94.9494949495,4,0.5,94.9494949495,11,0.0,4.2426406871,0.0,95.9595959596,7,1300.0,0.4545454546,6.6266266266,140.0,0
620,17350.0,99.9999999999,3,4.2426406871,99.9999999999,21,2.8282828283,9.0909090909,0.0,99.9999999999,10,3800.0,0.4545454546,8.4852812376,410.0,1
720,18400.0,98.9898989899,2,3.6363636364,98.9898989899,20,0.0,7.0710710711,0.0,99.9999999999,9,4200.0,0.4545454546,9.0909090909,430.0,1
940,15150.0,97.9797979798,1,2.1212121212,97.9797979798,24,1.4141414141,6.6266266266,0.0,99.9999999999,10,4600.0,0.4545454546,8.4852812376,410.0,0
1010,17950.0,99.9999999999,2,1.4141414141,99.9999999999,23,0.0,8.4852812376,0.0,99.9999999999,10,5000.0,0.4545454546,10.101010101,450.0,0
820,15375.0,96.9696969697,3,2.7272727273,96.9696969697,22,2.8282828283,7.0710710711,0.0,99.9999999999,9,4300.0,0.4545454546,9.0909090909,420.0,1
983,16523.5,99.9999999999,2,2.1212121212,99.9999999999,21,1.4141414141,8.4852812376,0.0,99.9999999999,9,4500.0,0.4545454546,9.0909090909,430.0,0
870,15400.0,98.9898989899,3,2.7272727273,98.9898989899,22,2.8282828283,6.6266266266,0.0,99.9999999999,8,3800.0,0.4545454546,8.4852812376,410.0,1
950,16250.0,97.9797979798,1,1.4141414141,97.9797979798,24,0.0,7.0710710711,0.0,99.9999999999,10,4200.0,0.4545454546,10.101010101,450.0,0
1110,17150.0,99.9999999999,4,3.6363636364,99.9999999999,23,0.0,9.0909090909,0.0,99.9999999999,10,4600.0,0.4545454546,8.4852812376,430.0,1
940,15675.0,96.9696969697,2,2.1212121212,96.9696969697,21,1.4141414141,8.4852812376,0.0,99.9999999999,9,4900.0,0.4545454546,9.0909090909,420.0,0
760,14850.0,98.9898989899,1,3.6363636364,98.9898989899,20,0.0,7.0710710711,0.0,99.9999999999,10,4100.0,0.4545454546,10.101010101,440.0,1
1010,15750.0,97.9797979798,3,2.7272727273,97.9797979798,24,2.8282828283,9.0909090909,0.0,99.9999999999,9,4400.0,0.4545454546,8.4852812376,430.0,0
830,14975.0,99.9999999999,2,2.1212121212,99.9999999999,22,0.0,6.6266266266,0.0,99.9999999999,8,3900.0,0.4545454546,9.0909090909,410.0,1
1090,16150.0,98.9898989899,1,3.6363636364,98.9898989899,23,0.0,8.4852812376,0.0,99.9999999999,10,4200.0,0.4545454546,10.101010101,450.0,0
920,15250.0,97.9797979798,4,2.7272727273,97.9797979798,21,2.8282828283,7.0710710711,0.0,99.9999999999,9,4800.0,0.4545454546,8.4852812376,420.0,1
840,15575.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4500.0,0.4545454546,9.0909090909,430.0,0
1020,15600.0,98.9898989899,2,3.6363636364,98.9898989899,22,1.4142135624,8.4852812376,0.0,99.9999999999,10,4200.0,0.4545454546,10.101010101,450.0,1
940,15300.0,97.9797979798,4,2.7272727273,97.9797979798,21,2.8282828283,7.0710710711,0.0,99.9999999999,9,4800.0,0.4545454546,8.4852812376,420.0,0
860,15050.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,6.6266266266,0.0,99.9999999999,8,4100.0,0.4545454546,9.0909090909,410.0,1
1080,15850.0,98.9898989899,1,3.6363636364,98.9898989899,23,0.0,8.4852812376,0.0,99.9999999999,10,4300.0,0.4545454546,10.101010101,460.0,0
1000,15100.0,97.9797979798,3,2.7272727273,97.9797979798,22,2.8282828283,7.0710710711,0.0,99.9999999999,9,4600.0,0.4545454546,8.4852812376,440.0,1
920,15450.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4300.0,0.4545454546,9.0909090909,440.0,0
980,15700.0,98.9898989899,1,3.6363636364,98.9898989899,23,0.0,8.4852812376,0.0,99.9999999999,10,4100.0,0.4545454546,10.101010101,460.0,1
1100,15950.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4400.0,0.4545454546,9.0909090909,440.0,0
1180,16100.0,98.9898989899,3,3.6363636364,98.9898989899,23,2.8282828283,8.4852812376,0.0,99.9999999999,10,4300.0,0.4545454546,10.101010101,460.0,1
1060,15800.0,99.9999999999,1,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4100.0,0.4545454546,9.0909090909,440.0,0
1020,15500.0,98.9898989899,2,3.6363636364,98.9898989899,22,1.4142135624,8.4852812376,0.0,99.9999999999,10,4200.0,0.4545454546,10.101010101,460.0,1
940,15350.0,97.9797979798,4,2.7272727273,97.9797979798,21,2.8282828283,7.0710710711,0.0,99.9999999999,9,4800.0,0.4545454546,8.4852812376,440.0,0
920,15200.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4100.0,0.4545454546,9.0909090909,410.0,1
982,18100.0,99.9999999999,3,2.2727272727,99.9999999999,22,1.4142135624,7.0710710711,0.0,99.9999999999,9,4600.0,0.4545454546,8.4852812376,450.0,0
1050,16800.0,98.9898989899,2,3.6363636364,98.9898989899,23,2.8282828283,8.4852812376,0.0,99.9999999999,10,4300.0,0.4545454546,10.101010101,460.0,1
1090,17400.0,97.9797979798,1,2.1212121212,97.9797979798,24,0.0,9.0909090909,0.0,99.9999999999,8,4200.0,0.4545454546,9.0909090909,440.0,0
950,17050.0,99.9999999999,4,3.6363636364,99.9999999999,21,2.8282828283,8.4852812376,0.0,99.9999999999,10,4800.0,0.4545454546,10.101010101,460.0,1
1030,17100.0,98.9898989899,3,2.7272727273,98.9898989899,22,1.4142135624,7.0710710711,0.0,99.9999999999,9,4600.0,0.4545454546,8.4852812376,450.0,0
1180,17800.0,97.9797979798,2,3.6363636364,97.9797979798,23,2.8282828283,9.0909090909,0.0,99.9999999999,10,4300.0,0.4545454546,10.101010101,440.0,1
960,16950.0,99.9999999999,1,2.1212121212,99.9999999999,24,0.0,8.4852812376,0.0,99.9999999999,8,4100.0,0.4545454546,9.0909090909,410.0,0
1100,17200.0,98.9898989899,4,3.6363636364,98.9898989899,21,2.8282828283,7.0710710711,0.0,99.9999999999,10,4600.0,0.4545454546,10.101010101,460.0,1
1010,16600.0,97.9797979798,3,2.7272727273,97.9797979798,22,1.4142135624,9.0909090909,0.0,99.9999999999,9,4200.0,0.4545454546,8.4852812376,450.0,0
1080,17500.0,99.9999999999,2,3.6363636364,99.9999999999,23,2.8282828283,8.4852812376,0.0,99.9999999999,10,4300.0,0.4545454546,10.101010101,460.0,1
980,16800.0,98.9898989899,1,2.1212121212,98.9898989899,24,0.0,7.0710710711,0.0,99.9999999999,8,4100.0,0.4545454546,9.0909090909,440.0,0
822,18473.0,98.9898989899,5,2.7272727273,98.9898989899,19,1.4142135624,9.0909090909,0.0,99.9999999999,9,3900.0,0.4545454546,8.4852812376,380.0,0
910,18200.0,99.9999999999,2,3.6363636364,99.9999999999,22,2.8282828283,8.4852812376,0.0,99.9999999999,10,4400.0,0.4545454546,10.101010101,410.0,1
940,18850.0,97.9797979798,4,2.1212121212,97.9797979798,20,0.0,9.0909090909,0.0,99.9999999999,8,4200.0,0.4545454546,8.4852812376,380.0,0
1030,19000.0,99.9999999999,1,4.5454545455,99.9999999999,21,2.8282828283,7.0710710711,0.0,99.9999999999,9,4500.0,0.4545454546,9.0909090909,440.0,1
1090,19150.0,98.9898989899,3,3.6363636364,98.9898989899,24,1.4142135624,9.0909090909,0.0,99.9999999999,10,4100.0,0.4545454546,8.4852812376,410.0,0
1180,19300.0,99.9999999999,5,4.5454545455,99.9999999999,22,2.8282828283,7.0710710711,0.0,99.9999999999,9,4300.0,0.4545454546,9.0909090909,450.0,1
980,19600.0,98.9898989899,2,2.7272727273,98.9898989899,23,0.0,9.0909090909,0.0,99.9999999999,8,4200.0,0.4545454546,8.4852812376,410.0,0
910,19450.0,99.9999999999,4,3.6363636364,99.9999999999,19,2.8282828283,7.0710710711,0.0,99.9999999999,9,4400.0,0.4545454546,10.101010101,450.0,1
1010,19200.0,97.9797979798,3,2.1212121212,97.9797979798,20,0.0,8.4852812376,0.0,99.9999999999,8,4100.0,0.4545454546,8.4852812376,410.0,0
990,19700.0,98.9898989899,1,3.6363636364,98.9898989899,21,1.4142135624,9.0909090909,0.0,99.9999999999,10,4300.0,0.4545454546,9.0909090909,380.0,1
1120,19900.0,99.9999999999,2,4.5454545455,99.9999999999,22,2.8282828283,7.0710710711,0.0,99.9999999999,9,4500.0,0.4545454546,10.101010101,440.0,1
980,19500.0,98.9898989899,5,2.7272727273,98.9898989899,20,0.0,8.4852812376,0.0,99.9999999999,8,4200.0,0.4545454546,8.4852812376,450.0,0
1190,20100.0,99.9999999999,3,3.6363636364,99.9999999999,24,2.8282828283,9.0909090909,0.0,99.9999999999,9,4400.0,0.4545454546,9.0909090909,380.0,1
957,14850.0,92.5925925926,2,1.8181818182,92.5925925926,19,0.0,3.4641016151,0.0,99.9999999999,7,3000.0,0.4545454546,5.6568542495,230.0,0
1030,18200.0,96.9696969697,4,2.1212121212,96.9696969697,21,0.0,8.4852812376,0.0,99.9999999999,9,3200.0,0.4545454546,7.0710710711,290.0,0
1140,18900.0,95.9595959596,1,4.2424242424,95.9595959596,23,0.0,5.6568542495,0.0,99.9999999999,10,3500.0,0.4545454546,8.4852812376,250.0,1
940,17300.0,94.9494949495,3,2.7272727273,94.9494949495,20,0.0,7.0710710711,0.0,99.9999999999,8,3300.0,0.4545454546,6.3245553207,270.0,0
1220,19500.0,99.9999999999,2,2.1212121212,99.9999999999,24,0.0,9.0909090909,0.0,99.9999999999,8,3600.0,0.4545454546,9.0909090909,310.0,0
1060,18600.0,97.9797979798,4,3.6363636364,97.9797979798,22,0.0,6.3245553207,0.0,99.9999999999,9,3800.0,0.4545454546,8.4852812376,300.0,1
1180,19100.0,98.9898989899,1,4.2424242424,98.9898989899,23,0.0,7.0710710711,0.0,99.9999999999,10,3900.0,0.4545454546,9.0909090909,280.0,1
1020,18400.0,96.9696969697,3,1.8181818182,96.9696969697,21,0.0,8.4852812376,0.0,99.9999999999,8,3400.0,0.4545454546,7.0710710711,320.0,0
1130,18800.0,97.9797979798,2,3.6363636364,97.9797979798,22,0.0,9.0909090909,0.0,99.9999999999,9,3700.0,0.4545454546,8.4852812376,330.0,1
980,17700.0,95.9595959596,4,2.1212121212,95.9595959596,20,0.0,6.3245553207,0.0,99.9999999999,7,3200.0,0.4545454546,6.3245553207,290.0,0
1230,19300.0,98.9898989899,1,4.5454545455,98.9898989899,24,0.0,8.4852812376,0.0,99.9999999999,10,4000.0,0.4545454546,9.0909090909,340.0,1
960,14800.0,96.4564564565,2,2.2727272727,96.4564564565,19,0.0,5.6568542495,0.0,99.9999999999,6,2900.0,0.4545454546,5.6568542495,270.0,0
1010,18100.0,97.7977977978,1,3.0303030303,97.7977977978,20,0.0,6.3245553207,0.0,99.9999999999,7,3100.0,0.4545454546,6.3245553207,300.0,1
1050,15600.0,95.9595959596,4,1.8181818182,95.9595959596,21,0.0,7.0710710711,0.0,99.9999999999,8,3300.0,0.4545454546,7.0710710711,250.0,0
1100,16300.0,98.9898989899,3,4.2424242424,98.9898989899,22,0.0,8.4852812376,0.0,99.9999999999,9,3500.0,0.4545454546,8.4852812376,320.0,1
1150,15000.0,96.9696969697,2,2.1212121212,96.9696969697,23,0.0,9.0909090909,0.0,99.9999999999,10,3600.0,0.4545454546,9.0909090909,310.0,0
1200,18500.0,99.9999999999,1,4.5454545455,99.9999999999,24,0.0,10.0,0.0,99.9999999999,11,3800.0,0.4545454546,10.0,350.0,1
980,16200.0,97.9797979798,4,3.6363636364,97.9797979798,19,0.0,8.4852812376,0.0,99.9999999999,7,3200.0,0.4545454546,8.4852812376,290.0,0
1030,16900.0,98.9898989899,2,2.7272727273,98.9898989899,20,0.0,9.0909090909,0.0,99.9999999999,8,3400.0,0.4545454546,9.0909090909,300.0,1
1070,15700.0,96.9696969697,3,1.9898989899,96.9696969697,21,0.0,7.0710710711,0.0,99.9999999999,9,3500.0,0.4545454546,7.0710710711,280.0,0
1120,17300.0,97.7977977978,1,4.2424242424,97.7977977978,22,0.0,8.4852812376,0.0,99.9999999999,10,3700.0,0.4545454546,8.4852812376,330.0,1
1170,16400.0,99.9999999999,4,2.1212121212,99.9999999999,23,0.0,9.0909090909,0.0,99.9999999999,11,3900.0,0.4545454546,9.0909090909,340.0,0
1145,18500.0,96.5428965429,2,3.1313131313,96.5428965429,18,0.0,8.4852812376,0.0,99.9999999999,5,2700.0,0.4545454546,8.4852812376,310.0,0
1200,18800.0,98.9898989899,3,1.9898989899,98.9898989899,19,0.0,9.0909090909,0.0,99.9999999999,6,2900.0,0.4545454546,9.0909090909,320.0,0
1250,16000.0,97.7977977978,1,4.2424242424,97.7977977978,20,0.0,8.4852812376,0.0,99.9999999999,7,3100.0,0.4545454546,8.4852812376,350.0,1
1300,18100.0,99.9999999999,4,2.1212121212,99.9999999999,21,0.0,9.0909090909,0.0,99.9999999999,8,3300.0,0.4545454546,9.0909090909,380.0,0
1350,16600.0,96.9696969697,2,3.6363636364,96.9696969697,22,0.0,8.4852812376,0.0,99.9999999999,9,3500.0,0.4545454546,8.4852812376,390.0,1
1400,18400.0,98.9898989899,3,1.9898989899,98.9898989899,23,0.0,9.0909090909,0.0,99.9999999999,10,3700.0,0.4545454546,9.0909090909,420.0,0
1450,15800.0,97.7977977978,1,4.2424242424,97.7977977978,24,0.0,8.4852812376,0.0,99.9999999999,11,3900.0,0.4545454546,8.4852812376,450.0,1
1500,17900.0,99.9999999999,4,2.1212121212,99.9999999999,0,0.0,9.0909090909,0.0,99.9999999999,12,4100.0,0.4545454546,9.0909090909,480.0,0
1550,16300.0,96.9696969697,2,3.6363636364,96.9696969697,1,0.0,8.4852812376,0.0,99.9999999999,13,4300.0,0.4545454546,8.4852812376,510.0,1
1600,18600.0,98.9898989899,3,1.9898989899,98.9898989899,2,0.0,9.0909090909,0.0,99.9999999999,14,4500.0,0.4545454546,9.0909090909,540.0,0
1650,15900.0,97.7977977978,1,4.2424242424,97.7977977978,3,0.0,8.4852812376,0.0,99.9999999999,15,4700.0,0.4545454546,8.4852812376,570.0,1
1700,18000.0,99.9999999999,4,2.1212121212,99.9999999999,4,0.0,9.0909090909,0.0,99.9999999999,16,4900.0,0.4545454546,9.0909090909,600.0,0
1750,16400.0,96.9696969697,2,3.6363636364,96.9696969697,5,0.0,8.4852812376,0.0,99.9999999999,17,5100.0,0.4545454546,8.4852812376,630.0,1
967,13500.0,92.3141592654,4,1.41421356237,92.3141592654,12,0.0,6.12310562562,0.0,99.9999999999,10,4200.0,0.4545454546,6.12310562562,480.0,0
810,11800.0,98.7654320978,3,2.82842712474,98.7654320978,11,0.0,7.0710678119,0.0,99.9999999999,11,3800.0,0.4545454546,7.0710678119,440.0,0
840,14400.0,95.2380952381,1,3.16227766017,95.2380952381,13,0.0,6.12310562562,0.0,99.9999999999,12,4100.0,0.4545454546,6.12310562562,500.0,1
790,15700.0,97.619047619,2,1.73205080757,97.619047619,10,0.0,7.0710678119,0.0,99.9999999999,9,3900.0,0.4545454546,7.0710678119,470.0,0
930,12800.0,94.7368421053,4,2.82842712474,94.7368421053,14,0.0,6.12310562562,0.0,99.9999999999,13,4400.0,0.4545454546,6.12310562562,420.0,1
850,15200.0,96.1538461538,3,3.16227766017,96.1538461538,12,0.0,7.0710678119,0.0,99.9999999999,14,4200.0,0.4545454546,7.0710678119,490.0,0
920,14100.0,99.9999999999,2,1.41421356237,99.9999999999,15,0.0,6.12310562562,0.0,99.9999999999,15,4600.0,0.4545454546,6.12310562562,460.0,0
870,14800.0,95.2380952381,1,3.16227766017,95.2380952381,13,0.0,7.0710678119,0.0,99.9999999999,10,4000.0,0.4545454546,7.0710678119,450.0,1
890,13100.0,98.7654320978,4,2.82842712474,98.7654320978,16,0.0,6.12310562562,0.0,99.9999999999,16,4500.0,0.4545454546,6.12310562562,480.0,0
810,15400.0,97.619047619,3,1.73205080757,97.619047619,11,0.0,7.0710678119,0.0,99.9999999999,12,4300.0,0.4545454546,7.0710678119,510.0,0
930,14000.0,94.7368421053,2,3.16227766017,94.7368421053,14,0.0,6.12310562562,0.0,99.9999999999,11,4100.0,0.4545454546,6.12310562562,400.0,1
950,12900.0,96.1538461538,4,2.82842712474,96.1538461538,15,0.0,7.0710678119,0.0,99.9999999999,14,4400.0,0.4545454546,7.0710678119,420.0,0
621,16200.0,93.4693877551,2,4.47213595498,93.4693877551,12,0.0,6.7082039325,0.0,99.9999999999,9,3800.0,0.4545454546,6.7082039325,380.0,1
980,15300.0,98.3050847455,3,2.2360679775,98.3050847455,18,0.0,8.485281237,0.0,99.9999999999,17,4600.0,0.4545454546,8.485281237,440.0,1
720,16600.0,96.5517241379,1,1.41421356237,96.5517241379,10,0.0,8.485281237,0.0,99.9999999999,10,4200.0,0.4545454546,8.485281237,450.0,0
850,14500.0,97.619047619,4,2.8284271247,97.619047619,13,0.0,6.7082039325,0.0,99.9999999999,15,4000.0,0.4545454546,6.7082039325,410.0,1
690,15100.0,95.2380952381,2,3.1622776602,95.2380952381,15,0.0,7.0710678119,0.0,99.9999999999,8,4300.0,0.4545454546,7.0710678119,390.0,0
910,15800.0,98.7654320978,3,2.2360679775,98.7654320978,17,0.0,7.0710678119,0.0,99.9999999999,19,4800.0,0.4545454546,7.0710678119,430.0,1
830,14900.0,96.5517241379,1,1.41421356237,96.5517241379,14,0.0,8.485281237,0.0,99.9999999999,13,4100.0,0.4545454546,8.485281237,420.0,0
660,16400.0,95.2380952381,4,3.1622776602,95.2380952381,12,0.0,6.7082039325,0.0,99.9999999999,7,3900.0,0.4545454546,6.7082039325,380.0,1
940,14200.0,98.3050847455,2,2.2360679775,98.3050847455,16,0.0,8.485281237,0.0,99.9999999999,18,4700.0,0.4545454546,8.485281237,410.0,1
780,15500.0,97.619047619,3,2.8284271247,97.619047619,13,0.0,7.0710678119,0.0,99.9999999999,14,4200.0,0.4545454546,7.0710678119,420.0,0
920,16100.0,96.5517241379,1,1.41421356237,96.5517241379,15,0.0,8.485281237,0.0,99.9999999999,12,4500.0,0.4545454546,8.485281237,400.0,1
950,16800.0,97.619047619,2,2.8284271247,97.619047619,18,0.0,7.0710678119,0.0,99.9999999999,11,4800.0,0.4545454546,7.0710678119,440.0,0
670,17700.0,95.2380952381,4,3.1622776602,95.2380952381,10,0.0,6.7082039325,0.0,99.9999999999,9,3600.0,0.4545454546,6.7082039325,360.0,1
1030,14500.0,98.3050847455,2,2.2360679775,98.3050847455,19,0.0,8.485281237,0.0,99.9999999999,15,5100.0,0.4545454546,8.485281237,450.0,1
830,15200.0,96.5517241379,1,1.4142135624,96.5517241379,14,0.0,8.485281237,0.0,99.9999999999,10,4300.0,0.4545454546,8.485281237,420.0,0
990,17000.0,99.9999999999,3,2.8284271247,99.9999999999,17,0.0,7.0710678119,0.0,99.9999999999,12,5200.0,0.4545454546,7.0710678119,460.0,1
720,16300.0,94.7368421053,4,3.1622776602,94.7368421053,11,0.0,6.7082039325,0.0,99.9999999999,8,3800.0,0.4545454546,6.7082039325,380.0,1
1060,15800.0,99.9999999999,2,2.2360679775,99.9999999999,20,0.0,8.485281237,0.0,99.9999999999,16,5500.0,0.4545454546,8.485281237,480.0,1
900,14800.0,97.619047619,3,2.8284271247,97.619047619,15,0.0,7.0710678119,0.0,99.9999999999,13,4800.0,0.4545454546,7.0710678119,440.0,0
760,16900.0,95.2380952381,4,3.1622776602,95.2380952381,12,0.0,6.7082039325,0.0,99.9999999999,10,4100.0,0.4545454546,6.7082039325,400.0,1
1080,15100.0,98.3050847455,2,2.2360679775,98.3050847455,21,0.0,8.485281237,0.0,99.9999999999,14,5400.0,0.4545454546,8.485281237,460.0,1
880,15400.0,96.5517241379,1,1.4142135624,96.5517241379,16,0.0,8.485281237,0.0,99.9999999999,12,4900.0,0.4545454546,8.485281237,430.0,0
987,16500.0,98.485281237,3,3.1622776602,98.485281237,19,0.0,9.8485291237,0.0,99.9999999999,15,5200.0,0.4545454546,9.8485291237,450.0,1
940,16100.0,96.5517241379,2,2.8284271247,96.5517241379,17,0.0,8.485281237,0.0,99.9999999999,11,4700.0,0.4545454546,8.485281237,420.0,0
920,15700.0,99.9999999999,4,2.2360679775,99.9999999999,14,0.0,7.0710678119,0.0,99.9999999999,9,4500.0,0.4545454546,7.0710678119,390.0,1
1050,15900.0,97.619047619,1,2.8284271247,97.619047619,18,0.0,8.485281237,0.0,99.9999999999,13,5000.0,0.4545454546,8.485281237,410.0,0
860,16200.0,95.2380952381,3,3.1622776602,95.2380952381,13,0.0,6.7082039325,0.0,99.9999999999,8,4200.0,0.4545454546,6.7082039325,380.0,1
1010,16000.0,98.3050847455,2,2.2360679775,98.3050847455,20,0.0,9.8485291237,0.0,99.9999999999,14,5300.0,0.4545454546,9.8485291237,440.0,1
930,15600.0,96.5517241379,1,1.4142135624,96.5517241379,15,0.0,8.485281237,0.0,99.9999999999,10,4600.0,0.4545454546,8.485281237,410.0,0
1180,16800.0,99.9999999999,4,2.2360679775,99.9999999999,22,0.0,10.0,0.0,99.9999999999,17,5800.0,0.4545454546,10.0,480.0,1
980,15500.0,98.3050847455,3,2.8284271247,98.3050847455,19,0.0,9.8485291237,0.0,99.9999999999,16,5100.0,0.4545454546,9.8485291237,450.0,1
810,16300.0,95.2380952381,2,3.1622776602,95.2380952381,11,0.0,6.7082039325,0.0,99.9999999999,6,4000.0,0.4545454546,6.7082039325,360.0,1
920,15800.0,99.9999999999,1,2.2360679775,99.9999999999,14,0.0,7.0710678119,0.0,99.9999999999,8,4300.0,0.4545454546,7.0710678119,390.0,0
142,11800.0,98.7,2,0.8,98.7,7,0.2,5.0,2.0,98.5,7,1200.0,0.3,5.0,220.0,0
753,15300.0,95.0,4,1.2,95.0,12,1.0,8.5,4.0,99.0,10,2500.0,0.2,8.5,310.0,1
988,16400.0,99.0,3,2.5,99.0,20,0.0,9.5,1.0,99.5,14,3600.0,0.3,9.5,400.0,1
111,12100.0,96.0,2,0.9,96.0,8,0.1,4.5,3.0,97.5,6,1300.0,0.2,4.5,240.0,0
983,15900.0,97.3,4,1.7,97.3,16,0.5,7.3,5.0,99.0,12,2900.0,0.2,7.3,330.0,1
937,15100.0,98.9,1,1.1,98.9,10,0.0,6.0,2.0,99.0,9,2300.0,0.3,6.0,280.0,0
117,11900.0,94.9,2,1.0,94.9,9,0.1,3.5,4.0,98.0,8,1400.0,0.2,3.5,260.0,0
109,12500.0,97.0,3,1.5,97.0,6,0.5,5.5,3.0,98.5,5,1500.0,0.2,5.5,290.0,0
911,16100.0,98.2,2,1.8,98.2,14,0.0,6.8,1.0,99.5,11,2700.0,0.3,6.8,350.0,1
124,11800.0,96.8,4,1.2,96.8,8,0.2,4.8,2.0,98.5,7,1200.0,0.2,4.8,250.0,0
111,12300.0,97.8,1,1.1,97.8,7,0.1,3.8,3.0,98.5,6,1300.0,0.2,3.8,270.0,0
109,12600.0,97.6,3,1.5,97.6,6,0.5,5.6,3.0,98.5,5,1500.0,0.2,5.6,300.0,0
107,12200.0,96.2,2,1.0,96.2,9,0.1,4.2,4.0,98.5,8,1400.0,0.2,4.2,280.0,0
105,12400.0,97.4,4,1.2,97.4,5,0.2,4.4,2.0,98.5,6,1400.0,0.2,4.4,290.0,0
107,12900.0,98.0,1,1.1,98.0,8,0.1,3.0,3.0,98.5,7,1600.0,0.2,3.0,300.0,0
106,12800.0,97.2,3,1.5,97.2,6,0.5,5.2,3.0,98.5,5,1700.0,0.2,5.2,310.0,0
919,14340.5,92.1,2,2.8,92.1,10,0.8,7.1,6.0,99.0,9,3200.0,0.4,8.1,410.0,0
923,14520.8,91.5,4,3.2,91.5,12,1.0,8.5,8.0,99.0,10,3500.0,0.3,9.5,420.0,0
927,14701.2,93.9,1,2.5,93.9,11,0.4,9.3,7.0,99.0,8,3800.0,0.4,9.3,430.0,0
931,14881.5,94.7,3,3.1,94.7,9,0.7,8.7,5.0,99.0,9,4000.0,0.3,8.7,440.0,0
935,15061.9,95.5,5,2.9,95.5,13,1.2,9.9,9.0,99.0,11,4300.0,0.2,10.9,450.0,0
939,15242.3,96.3,2,2.7,96.3,14,0.9,10.1,8.0,99.0,10,4600.0,0.2,10.1,460.0,0
